dataset,role,scale,loss_observed,index,mixture_domain,proportion_raw,proportion_normalized,mapping_type_A16,official_quality_domain_A16,candidate_quality_domains,candidate_weights,q_soft_0_1,q_semantic_range_low_0_1,q_semantic_range_high_0_1,q_semantic_range_width,mapping_confidence,rationale,weighted_soft_quality_contribution,weighted_soft_low_contribution,weighted_soft_high_contribution
A4_A5_train_1m,train,1m,True,129,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A4_A5_train_1m,train,1m,True,130,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,131,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,132,freelaw,0.315,0.315,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.059762341357283255,0.0009210526315789365,0.15990975000000002
A4_A5_train_1m,train,1m,True,133,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,134,freelaw,0.017,0.017,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00322526921610735,4.970760233918071e-05,0.008630050000000002
A4_A5_train_1m,train,1m,True,135,freelaw,0.002,0.002002002002002,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00037982326044954913,5.853807023397592e-06,0.0010163163163163153
A4_A5_train_1m,train,1m,True,136,freelaw,0.018,0.018018018018018,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0034184093440459426,5.268426321057833e-05,0.00914684684684684
A4_A5_train_1m,train,1m,True,137,freelaw,0.035,0.0349650349650349,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.006633626524284952,0.0001022369443422061,0.017749999999999967
A4_A5_train_1m,train,1m,True,138,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,139,freelaw,0.15,0.15,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.028458257789182498,0.000438596491228065,0.0761475
A4_A5_train_1m,train,1m,True,140,freelaw,0.002,0.0019980019980019,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00037906437281626514,5.8421111052686444e-06,0.0010142857142856647
A4_A5_train_1m,train,1m,True,141,freelaw,0.001,0.001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018972171859455,2.9239766081871e-06,0.00050765
A4_A5_train_1m,train,1m,True,142,freelaw,0.005,0.0050100200400801,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0009505096121971329,1.4649181403742811e-05,0.002543336673346663
A4_A5_train_1m,train,1m,True,143,freelaw,0.013,0.013013013013013,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0024688511929220696,3.804974565208435e-05,0.00660605605605605
A4_A5_train_1m,train,1m,True,144,freelaw,0.106,0.1062124248496993,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.02015080377857944,0.000310562645759351,0.05391873747494985
A4_A5_train_1m,train,1m,True,145,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,146,freelaw,0.001,0.0009990009990009,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018953218640812306,2.9210555526341757e-06,0.0005071428571428068
A4_A5_train_1m,train,1m,True,147,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,148,freelaw,0.017,0.017017017017017,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0032284977138211683,4.975735969887953e-05,0.008638688688688681
A4_A5_train_1m,train,1m,True,149,freelaw,0.109,0.1088911088911089,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.020659008318487465,0.00031839505523715677,0.055278571428571434
A4_A5_train_1m,train,1m,True,150,freelaw,0.671,0.671,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.12730327317694307,0.001961988304093544,0.34063315000000005
A4_A5_train_1m,train,1m,True,151,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A4_A5_train_1m,train,1m,True,152,freelaw,0.004,0.004,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0007588868743782,1.16959064327484e-05,0.0020306
A4_A5_train_1m,train,1m,True,153,freelaw,0.136,0.136,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0258021537288588,0.00039766081871344566,0.06904040000000002
A4_A5_train_1m,train,1m,True,154,freelaw,0.386,0.386,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0732325833774963,0.0011286549707602207,0.1959529
A4_A5_train_1m,train,1m,True,155,freelaw,0.001,0.001001001001001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018991163022477457,2.926903511698796e-06,0.0005081581581581577
A4_A5_train_1m,train,1m,True,156,freelaw,0.36,0.36,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.06829981869403799,0.001052631578947356,0.182754
A4_A5_train_1m,train,1m,True,157,freelaw,0.014,0.0139860139860139,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0026534506097139698,4.0894777736882266e-05,0.007099999999999956
A4_A5_train_1m,train,1m,True,158,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,159,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,160,freelaw,0.006,0.006006006006006,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0011394697813486476,1.7561421070192775e-05,0.003048948948948946
A4_A5_train_1m,train,1m,True,161,freelaw,0.82,0.8208208208208206,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.15572753678431528,0.0024000608795930146,0.4166896896896896
A4_A5_train_1m,train,1m,True,162,freelaw,0.042,0.042,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.007968312180971101,0.00012280701754385822,0.021321300000000005
A4_A5_train_1m,train,1m,True,163,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,164,freelaw,0.033,0.033033033033033,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.006267083797417562,9.658781588606028e-05,0.016769219219219207
A4_A5_train_1m,train,1m,True,165,freelaw,0.004,0.0040080160320641,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0007604076897577101,1.1719345122994306e-05,0.0020346693386773407
A4_A5_train_1m,train,1m,True,166,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,167,freelaw,0.001,0.001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018972171859455,2.9239766081871e-06,0.00050765
A4_A5_train_1m,train,1m,True,168,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,169,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,170,freelaw,0.185,0.184630738522954,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.03502846101795582,0.0005398559605934264,0.09372779441117761
A4_A5_train_1m,train,1m,True,171,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,172,freelaw,0.005,0.0049950049950049,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0009476609320406912,1.460527776317205e-05,0.0025357142857142375
A4_A5_train_1m,train,1m,True,173,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,174,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,175,freelaw,0.002,0.002,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0003794434371891,5.8479532163742e-06,0.0010153
A4_A5_train_1m,train,1m,True,176,freelaw,0.018,0.018018018018018,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0034184093440459426,5.268426321057833e-05,0.00914684684684684
A4_A5_train_1m,train,1m,True,177,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,178,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,179,freelaw,0.112,0.1122244488977955,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.021291415313216013,0.0003281416634438426,0.05697074148296589
A4_A5_train_1m,train,1m,True,180,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,181,freelaw,0.027,0.027027027027027,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.005127614016068914,7.90263948158675e-05,0.013720270270270259
A4_A5_train_1m,train,1m,True,182,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,183,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,184,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,185,freelaw,0.573,0.573,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.10871054475467715,0.0016754385964912082,0.29088345
A4_A5_train_1m,train,1m,True,186,freelaw,0.001,0.0009980039920159,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0001893430325294781,2.9181403275318367e-06,0.0005066367265468716
A4_A5_train_1m,train,1m,True,187,freelaw,0.002,0.0019980019980019,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00037906437281626514,5.8421111052686444e-06,0.0010142857142856647
A4_A5_train_1m,train,1m,True,188,freelaw,0.008,0.008,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0015177737487564,2.33918128654968e-05,0.0040612
A4_A5_train_1m,train,1m,True,189,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,190,freelaw,0.019,0.019019019019019,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.003608320974270717,5.5611166722277124e-05,0.009655005005004996
A4_A5_train_1m,train,1m,True,191,freelaw,0.573,0.5735735735735735,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.10881936411879593,0.0016771157122034116,0.2911746246246246
A4_A5_train_1m,train,1m,True,192,freelaw,0.32,0.32,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.060710949950256006,0.000935672514619872,0.162448
A4_A5_train_1m,train,1m,True,193,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,194,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,195,freelaw,0.126,0.1258741258741258,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.023881055487425862,0.00036805299963194244,0.06389999999999997
A4_A5_train_1m,train,1m,True,196,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,197,freelaw,0.126,0.1258741258741258,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.023881055487425862,0.00036805299963194244,0.06389999999999997
A4_A5_train_1m,train,1m,True,198,freelaw,0.043,0.0430861723446893,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.008174382664895426,0.00012598296007218943,0.021872695390781523
A4_A5_train_1m,train,1m,True,199,freelaw,0.0,0.0,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.0,0.0,0.0
A4_A5_train_1m,train,1m,True,200,freelaw,0.031,0.0309999999999999,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.005881373276431031,9.064327485379981e-05,0.01573714999999995
A4_A5_train_1m,train,1m,True,201,freelaw,0.167,0.1671671671671671,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.03171524224753737,0.0004887928864536992,0.08486241241241238
A4_A5_train_1m,train,1m,True,202,freelaw,0.001,0.001,inferred,(none),book;wikipedia;commoncrawl,"{""book"":0.5,""wikipedia"":0.3,""commoncrawl"":0.2}",0.18972171859455,0.0029239766081871,0.50765,0.5047260233918129,inferred_low,法律文本缺少同名质量域，采用书籍、百科和网页文本的混合代理,0.00018972171859455,2.9239766081871e-06,0.00050765
